|-|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|
|{{:abilities:5130.png?nolink&20|}}|0%|62%|25%|50%|25%|37%|12%|87%|62%|0%|37%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|
|{{:abilities:5131.png?nolink&20|}}|87%|25%|62%|12%|62%|25%|87%|12%|12%|12%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|0%|
|{{:abilities:5132.png?nolink&20|}}|12%|12%|12%|37%|12%|12%|0%|0%|12%|0%|37%|37%|75%|75%|14%|50%|0%|0%|0%|0%|0%|0%|0%|0%|0%|
|{{:abilities:5133.png?nolink&20|}}|0%|0%|0%|0%|0%|25%|0%|0%|12%|0%|25%|50%|25%|25%|0%|33%|100%|0%|0%|0%|0%|0%|0%|0%|0%|
