|all||safe||mid||off||sup||ban1||
| {{:hero:28.png?nolink&50|}} |88%| {{:hero:80.png?nolink&50|}} |88%| {{:hero:80.png?nolink&50|}} |88%| {{:hero:28.png?nolink&50|}} |88%| {{:hero:28.png?nolink&50|}} |88%| {{:hero:80.png?nolink&50|}} |88%|
| {{:hero:80.png?nolink&50|}} |88%| {{:hero:106.png?nolink&50|}} |73%| {{:hero:74.png?nolink&50|}} |73%| {{:hero:88.png?nolink&50|}} |73%| {{:hero:88.png?nolink&50|}} |73%| {{:hero:88.png?nolink&50|}} |73%|
| {{:hero:74.png?nolink&50|}} |73%| {{:hero:8.png?nolink&50|}} |70%| {{:hero:106.png?nolink&50|}} |73%| {{:hero:96.png?nolink&50|}} |58%| {{:hero:86.png?nolink&50|}} |67%| {{:hero:28.png?nolink&50|}} |88%|
| {{:hero:88.png?nolink&50|}} |73%| {{:hero:54.png?nolink&50|}} |64%| {{:hero:8.png?nolink&50|}} |70%| {{:hero:16.png?nolink&50|}} |45%| {{:hero:90.png?nolink&50|}} |64%| {{:hero:91.png?nolink&50|}} |55%|
| {{:hero:106.png?nolink&50|}} |73%| {{:hero:93.png?nolink&50|}} |45%| {{:hero:17.png?nolink&50|}} |55%| {{:hero:63.png?nolink&50|}} |39%| {{:hero:91.png?nolink&50|}} |55%| {{:hero:107.png?nolink&50|}} |52%|
| {{:hero:8.png?nolink&50|}} |70%| {{:hero:109.png?nolink&50|}} |33%| {{:hero:37.png?nolink&50|}} |52%| {{:hero:55.png?nolink&50|}} |33%| {{:hero:37.png?nolink&50|}} |52%| {{:hero:90.png?nolink&50|}} |64%|
| {{:hero:86.png?nolink&50|}} |67%| {{:hero:20.png?nolink&50|}} |24%| {{:hero:76.png?nolink&50|}} |33%| {{:hero:65.png?nolink&50|}} |33%| {{:hero:107.png?nolink&50|}} |52%| {{:hero:54.png?nolink&50|}} |64%|
| {{:hero:54.png?nolink&50|}} |64%| {{:hero:70.png?nolink&50|}} |21%| {{:hero:11.png?nolink&50|}} |30%| {{:hero:97.png?nolink&50|}} |27%| {{:hero:16.png?nolink&50|}} |45%| {{:hero:62.png?nolink&50|}} |27%|
| {{:hero:90.png?nolink&50|}} |64%| {{:hero:48.png?nolink&50|}} |15%| {{:hero:98.png?nolink&50|}} |30%| {{:hero:2.png?nolink&50|}} |18%| {{:hero:50.png?nolink&50|}} |45%| {{:hero:78.png?nolink&50|}} |18%|
| {{:hero:96.png?nolink&50|}} |58%| {{:hero:89.png?nolink&50|}} |15%| {{:hero:34.png?nolink&50|}} |27%| {{:hero:38.png?nolink&50|}} |18%| {{:hero:63.png?nolink&50|}} |39%| {{:hero:79.png?nolink&50|}} |15%|
